Order date,Continued date,ITC case No.,DOC case No.,AD/CVD,Review Sequence Group No.,Product Group,Product,Country,Column2,Column3,Fed Reg,Pub date,Link,Column1,Column12
01/28/2004,04/23/2015,A-1026,A-580-852,A,125,ISO,Prestressed concrete steel wire strand,Korea,,,80 FR 22708,2015/04/23,http://www.gpo.gov/fdsys/pkg/FR-2015-04-23/pdf/2015-09528.pdf,,
01/28/2004,04/23/2015,A-1027,A-201-831,A,125,ISO,Prestressed concrete steel wire strand,Mexico,,,80 FR 22708,2015/04/23,http://www.gpo.gov/fdsys/pkg/FR-2015-04-23/pdf/2015-09528.pdf,,
01/28/2004,04/23/2015,A-1028,A-549-820,A,125,ISO,Prestressed concrete steel wire strand,Thailand,,,80 FR 22708,2015/04/23,http://www.gpo.gov/fdsys/pkg/FR-2015-04-23/pdf/2015-09528.pdf,,
02/04/2004,04/23/2015,C-432,C-533-829,C,125,ISO,Prestressed concrete steel wire strand,India,,,80 FR 22708,2015/04/23,http://www.gpo.gov/fdsys/pkg/FR-2015-04-23/pdf/2015-09528.pdf,,
08/06/2004,04/16/2015,A-1046,A-570-887,A,127,CH,Tetrahydrofurfuryl alcohol,China,,,80 FR 20470,2015/04/16,,,
08/06/2004,06/28/2010,A-1047,A-570-888,A,128,MSC,Ironing tables,China,,,75 FR 36629,2010/06/28,,,
08/09/2004,04/05/2016,A-1043,A-570-886,A,129,PRSG,Polyethylene retail carrier bags,China,,,81 FR 27087,2016/05/05,,,
08/09/2004,04/05/2016,A-1044,A-557-813,A,129,PRSG,Polyethylene retail carrier bags,Malaysia,,,81 FR 27087,2016/05/05,,,
08/09/2004,04/05/2016,A-1045,A-549-821,A,129,PRSG,Polyethylene retail carrier bags,Thailand,,,81 FR 27087,2016/05/05,,,
12/02/2004,08/19/2015,A-1059,A-570-891,A,130,TR,Hand trucks,China,,,80 FR 50266,2015/08/19,http://www.gpo.gov/fdsys/pkg/FR-2015-08-19/pdf/2015-20495.pdf,,
12/29/2004,11/17/2015,A-1060,A-570-892,A,131,CH,Carbazole Violet Pigment 23,China,,,80 FR 71773,2015/11/17,http://www.gpo.gov/fdsys/pkg/FR-2015-11-17/pdf/2015-29361.pdf,,
12/29/2004,11/17/2015,A-1061,A-533-838,A,131,CH,Carbazole Violet Pigment 23,India,,,80 FR 71773,2015/11/17,http://www.gpo.gov/fdsys/pkg/FR-2015-11-17/pdf/2015-29361.pdf,,
12/29/2004,11/17/2015,C-437,C-533-839,C,131,CH,Carbazole Violet Pigment 23,India,,,80 FR 71773,2015/11/17,http://www.gpo.gov/fdsys/pkg/FR-2015-11-17/pdf/2015-29361.pdf,,
01/04/2005,02/24/2017,A-1058,A-570-890,A,132,MSC,Wooden bedroom furniture,China,,,82 FR 11533,2017/02/24,https://www.gpo.gov/fdsys/pkg/FR-2017-02-24/pdf/2017-03639.pdf,,
01/25/2005,09/22/2015,A-1070-A,A-570-895,A,133,AG,Crepe paper,China,,,80 FR 57149,2015/09/22,http://www.gpo.gov/fdsys/pkg/FR-2015-09-22/pdf/2015-24038.pdf,,
02/01/2005,04/29/2016,A-1063,A-351-838,A,134,AG,Frozen warm-water shrimp and prawns,Brazil,,,82 FR 25242,2017/06/01,https://www.gpo.gov/fdsys/pkg/FR-2017-06-01/pdf/2017-11323.pdf,,
02/01/2005,04/29/2016,A-1064,A-570-893,A,134,AG,Frozen warm-water shrimp and prawns,China,,,82 FR 25242,2017/06/01,https://www.gpo.gov/fdsys/pkg/FR-2017-06-01/pdf/2017-11323.pdf,,
02/01/2005,04/29/2016,A-1066,A-533-840,A,134,AG,Frozen warm-water shrimp and prawns,India,,,82 FR 25242,2017/06/01,https://www.gpo.gov/fdsys/pkg/FR-2017-06-01/pdf/2017-11323.pdf,,
02/01/2005,04/29/2016,A-1067,A-549-822,A,134,AG,Frozen warm-water shrimp and prawns,Thailand,,,82 FR 25242,2017/06/01,https://www.gpo.gov/fdsys/pkg/FR-2017-06-01/pdf/2017-11323.pdf,,
02/01/2005,04/29/2016,A-1068,A-552-802,A,134,AG,Frozen warm-water shrimp and prawns,Vietnam,,,82 FR 25242,2017/06/01,https://www.gpo.gov/fdsys/pkg/FR-2017-06-01/pdf/2017-11323.pdf,,
03/30/2005,07/12/2016,A-1070-B,A-570-894,A,133,AG,Tissue paper,China,,,81 FR 45128,2016/07/12,https://www.gpo.gov/fdsys/pkg/FR-2016-07-12/pdf/2016-16465.pdf,,
04/15/2005,07/21/2016,A-1071,A-570-896,A,135,MM,Magnesium,China,,,81 FR 47351,2016/07/21,https://www.gpo.gov/fdsys/pkg/FR-2016-07-21/pdf/2016-17206.pdf,,
06/24/2005,11/29/2016,A-1082,A-570-898,A,136,CH,Chlorinated Isocyanurates,China,,,81 FR 85927,2016/11/29,https://www.gpo.gov/fdsys/pkg/FR-2016-11-29/pdf/2016-28702.pdf,,
06/24/2005,11/29/2016,A-1083,A-469-814,A,136,CH,Chlorinated Isocyanurates,Spain,,,81 FR 85927,2016/11/29,https://www.gpo.gov/fdsys/pkg/FR-2016-11-29/pdf/2016-28702.pdf,,
06/01/2006,03/21/2017,A-1091,A-570-899,A,140,TX,Artist canvas,China,,,82 FR 14502,2017/03/21,https://www.gpo.gov/fdsys/pkg/FR-2017-03-21/pdf/2017-05532.pdf,,
09/28/2006,03/06/2018,A-1095,A-570-901,A,141,AG,Lined paper,China,,,83 FR 9479,2018/03/06,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04501.pdf,,
09/28/2006,03/06/2018,A-1096,A-533-843,A,141,AG,Lined paper,India,,,83 FR 9479,2018/03/06,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04501.pdf,,
09/28/2006,03/06/2018,C-442,C-533-844,C,141,AG,Lined paper,India ,,,83 FR 9479,2018/03/06,https://www.gpo.gov/fdsys/pkg/FR-2018-03-06/pdf/2018-04501.pdf,,
04/27/2007,07/12/2018,A-1103,A-570-904,A,142,CH,Activated carbon,China,,,83 FR 32269,2018/07/12,https://www.gpo.gov/fdsys/pkg/FR-2018-07-12/pdf/2018-15014.pdf,,
06/01/2007,04/04/2018,A-1104,A-570-905,A,143,TX,Polyester staple fiber ,China,,,83 FR 14415,2018/04/04,https://www.gpo.gov/fdsys/pkg/FR-2018-04-04/pdf/2018-06838.pdf,,
09/10/2007,08/07/2013,A-1105,A-357-818,A,144,AG,Lemon juice (suspended),Argentina,,,78 FR 48145,2013/08/07,suspension continued,,
03/19/2008,03/01/2019,A-1110,A-570-908,A,145,CH,Sodium Hexametaphosphate,China,,,84 FR 7021,2019/03/01,https://www.govinfo.gov/content/pkg/FR-2019-03-01/pdf/2019-03682.pdf,,
05/30/2008,06/23/2014,A-1121,A-489-815,A,146,ISP,Light–walled rectangular pipe and tube,Turkey,,,85 FR 47169,2020/08/04,https://www.govinfo.gov/content/pkg/FR-2020-08-04/pdf/2020-16871.pdf,,
07/22/2008,06/26/2019,A-1116,A-570-910,A,147,ISP,Circular welded carbon quality steel pipe,China,,,84 FR 30086,2019/06/26,https://www.govinfo.gov/content/pkg/FR-2019-06-26/pdf/2019-13617.pdf,,
07/22/2008,06/26/2019,C-447,A-570-911,C,147,ISP,Circular welded carbon quality steel pipe,China,,,84 FR 30086 ,2019/06/26,http://www.gpo.gov/fdsys/pkg/FR-2013-12-04/pdf/2013-29028.pdf,,
08/01/2008,01/10/2014,A-1114,A-570-909,A,148,ISO,Steel nails,China,,,84 FR 66151 ,2014/01/10,https://www.govinfo.gov/content/pkg/FR-2019-12-03/pdf/2019-26140.pdf,,
08/05/2008,06/23/2014,A-1118,A-570-914,A,146,ISP,Light-walled rectangular pipe and tube,China,,,85 FR 47169,2020/08/04,https://www.govinfo.gov/content/pkg/FR-2020-08-04/pdf/2020-16871.pdf,,
08/05/2008,06/23/2014,A-1119,A-580-859,A,146,ISP,Light-walled rectangular pipe and tube,Korea,,,85 FR 47169,2020/08/04,https://www.govinfo.gov/content/pkg/FR-2020-08-04/pdf/2020-16871.pdf,,
08/05/2008,06/23/2014,A-1120,A-201-836,A,146,ISP,Light-walled rectangular pipe and tube,Mexico,,,85 FR 47169,2020/08/04,https://www.govinfo.gov/content/pkg/FR-2020-08-04/pdf/2020-16871.pdf,,
08/05/2008,06/23/2014,C-449,C-570-915,C,146,ISP,Light-walled rectangular pipe and tube,China,,,85 FR 47169,2020/08/04,https://www.govinfo.gov/content/pkg/FR-2020-08-04/pdf/2020-16871.pdf,,
08/07/2008,03/26/2014,A-1122,A-570-916,A,149,TX,Laminated woven sacks,China,,,84 FR 45128,2019/08/28,https://www.govinfo.gov/content/pkg/FR-2019-08-28/pdf/2019-18598.pdf,,
08/07/2008,03/26/2014,C-450,C-570-917,C,149,TX,Laminated woven sacks,China,,,84 FR 45128,2019/08/28,https://www.govinfo.gov/content/pkg/FR-2019-08-28/pdf/2019-18598.pdf,,
08/27/2008,08/12/2019,A-1136,A-570-925,A,150,CH,Sodium nitrite,China,,,84FR39804,2019/08/12,http://www.gpo.gov/fdsys/pkg/FR-2014-02-12/pdf/2014-03065.pdf,,
08/27/2008,02/12/2014,A-1137,A-428-841,A,150,CH,Sodium nitrite,Germany,,,79 FR 8438,2014/02/12,http://www.gpo.gov/fdsys/pkg/FR-2014-02-12/pdf/2014-03065.pdf,,
08/27/2008,08/12/2019,C-453,C-570-926,C,150,CH,Sodium nitrite,China,,,84FR39804,2019/08/12,http://www.gpo.gov/fdsys/pkg/FR-2014-09-05/pdf/2014-21210.pdf,,
09/17/2008,07/23/2019,A-1129,A-570-922,A,152,ME,Raw flexible magnets,China,,,79 FR 6886,2019/07/23,https://www.govinfo.gov/content/pkg/FR-2019-07-23/pdf/2019-15618.pdf,,
09/17/2008,02/05/2014,A-1130,A-583-842,A,152,ME,Raw flexible magnets,Taiwan,,,79 FR 6886,2014/02/05,http://www.gpo.gov/fdsys/pkg/FR-2014-02-05/pdf/2014-02438.pdf,,
09/17/2008,07/23/2019,C-452,C-570-923,C,152,ME,Raw flexible magnets,China,,,79 FR 6886,2019/07/23,https://www.govinfo.gov/content/pkg/FR-2019-07-23/pdf/2019-15618.pdf,,
10/06/2008,03/11/2014,A-1123,A-570-918,A,153,ISO,Steel wire garment hangers,China,,,84 FR 45127,2019/08/28,https://www.govinfo.gov/content/pkg/FR-2019-08-28/pdf/2019-18599.pdf,http://www.gpo.gov/fdsys/pkg/FR-2014-03-28/pdf/2014-06713.pdf,
10/07/2008,01/09/2015,A-1125,A-570-919,A,154,CH,Electrolytic manganese dioxide,China,,,85 FR 40970,2020/07/07,https://www.govinfo.gov/content/pkg/FR-2020-07-08/pdf/2020-14681.pdf,,
11/10/2008,02/06/2015,A-1132,A-570-924,A,155,PRSG,"Polyethylene terephthalate film,
sheet, and strip",China,,,80 FR 6689,2015/02/06,http://www.gpo.gov/fdsys/pkg/FR-2015-02-06/pdf/2015-02456.pdf,,
11/10/2008,02/06/2015,A-1134,A-520-803,A,155,PRSG,"Polyethylene terephthalate film,
sheet, and strip",United Arab Emirates,,,80 FR 6689,2015/02/06,http://www.gpo.gov/fdsys/pkg/FR-2015-02-06/pdf/2015-02456.pdf,,
11/24/2008,01/30/2015,A-1126,A-570-920,A,156,AG,Lightweight thermal paper,China,,,85 FR 40249,2020/07/06,https://www.govinfo.gov/content/pkg/FR-2020-07-06/pdf/2020-14437.pdf,,
11/24/2008,01/30/2015,C-451,C-570-921,C,156,AG,Lightweight thermal paper,China,,,85 FR 40249,2020/07/06,https://www.govinfo.gov/content/pkg/FR-2020-07-06/pdf/2020-14437.pdf,,
12/11/2008,04/23/2014,A-1141,A-791-821,A,157,MSC,Uncovered innerspring units,South Africa,,,79 FR 22624,2014/04/23,http://www.gpo.gov/fdsys/pkg/FR-2014-04-23/pdf/2014-09275.pdf,,
12/11/2008,04/23/2014,A-1142,A-552-803,A,157,MSC,Uncovered innerspring units,Vietnam,,,79 FR 22624,2014/04/23,http://www.gpo.gov/fdsys/pkg/FR-2014-04-23/pdf/2014-09275.pdf,,
01/23/2009,05/20/2014,C-455,C-570-936,C,158,ISP,Circular welded carbon quality steel line pipe,China,,,84 FR 52456,2019/09/25,http://www.gpo.gov/fdsys/pkg/FR-2014-05-20/pdf/2014-11682.pdf,,
02/19/2009,04/23/2014,A-1140,A-570-928,A,157,MSC,Uncovered innerspring units,China,,,79 FR 22624,2014/04/23,http://www.gpo.gov/fdsys/pkg/FR-2014-04-23/pdf/2014-09275.pdf,,
02/26/2009,06/23/2014,A-1143,A-570-929,A,159,MSC,Small diameter graphite electrodes,China,,,85 FR 19134,04/062020,https://www.govinfo.gov/content/pkg/FR-2020-04-06/pdf/2020-07150.pdf,,
03/17/2009,07/23/2014,A-1144,A-570-930,A,160,ISP,Circular welded austenitic stainless pressure pipe,China,,,84 FR 66883,2019/12/02,https://www.govinfo.gov/content/pkg/FR-2019-12-06/pdf/2019-26359.pdf,,
2009/03/19,08/02/2014,C-454,C-570-931,C,160,ISP,Circular welded austenitic stainless pressure pipe,China,,,84 FR 66883,2019/12/02,https://www.govinfo.gov/content/pkg/FR-2019-12-06/pdf/2019-26359.pdf,,
2009/04/14,03/03/2020,A-1145,A-570-932,A,161,ISO,Steel threaded rod,China,,,85 FR 13625,2020/03/09,https://www.govinfo.gov/content/pkg/FR-2019-11-29/pdf/2019-25888.pdf,,
2009/05/13,2014/05/20,A-1149,A-570-935,A,158,ISP,Circular welded carbon quality steel line pipe,China,,,84 FR 52456,2019/09/25,http://www.gpo.gov/fdsys/pkg/FR-2014-05-20/pdf/2014-11682.pdf,,
,,,,,,,,,,,,,,,
2009/05/29,2015/06/24,A-1152,A-570-937,A,164,CH,Citric acid and certain citrate,China,,,80 FR 36318,2015/06/24,https://www.govinfo.gov/content/pkg/FR-2015-06-24/pdf/2015-15399.pdf,,
2009/05/29,2015/06/24,C-456,C-570-938,C,164,CH,Citric acid and certain citrate,China,,,80 FR 36318,2015/06/24,https://www.govinfo.gov/content/pkg/FR-2015-06-24/pdf/2015-15399.pdf,,
2009/08/03,2015/02/04,A-1153,A-570-939,A,165,ME,Tow Behind Lawn Groomer,China,,,85 FR 46586,2020/08/03,https://www.govinfo.gov/content/pkg/FR-2020-08-03/pdf/2020-16692.pdf,,
2009/09/14,2015/03/12,A-1154,A-570-941,A,166,ME,Kitchen Appliance Shelving and Racks,China,,,80 FR 12983,2015/03/12,https://www.govinfo.gov/content/pkg/FR-2015-03-12/pdf/2015-05711.pdf,,
2009/09/14,2015/03/12,C-458,C-570-942,C,166,ME,Kitchen Appliance Shelving and Racks,China,,,80 FR 12983,2015/03/12,https://www.govinfo.gov/content/pkg/FR-2015-03-12/pdf/2015-05711.pdf,,
2009/12/11,2015/04/30,A-1155,A-533-848,A,167,CH,Commodity Matchbooks,India,,,84 FR 24232,2015/04/30,http://www.gpo.gov/fdsys/pkg/FR-2015-04-30/pdf/2015-10133.pdf,,
2009/12/11,2015/04/30,C-459,C-533-849,C,167,CH,Commodity Matchbooks,India,,,84 FR 24232,2015/04/30,http://www.gpo.gov/fdsys/pkg/FR-2015-04-30/pdf/2015-10133.pdf,,
2010/01/20,2015/05/18,C-463,C–570-944,C,168,ISP,Oil Country Tubular Goods,China,,,80 FR 28224,2015/05/18,http://www.gpo.gov/fdsys/pkg/FR-2015-05-18/pdf/2015-11981.pdf,,
2010/05/04,2016/04/05,A-1156,A-560-822,A,169,PRSG,Polyethylene Retail Carrier Bags,Indonesia,,,81 FR 27087,2016/05/05,https://www.govinfo.gov/content/pkg/FR-2016-05-05/pdf/2016-10625.pdf,,
2010/05/04,2016/04/05,A-1157,A-583-843,A,169,PRSG,Polyethylene Retail Carrier Bags,Taiwan,,,81 FR 27087,2016/05/05,https://www.govinfo.gov/content/pkg/FR-2016-05-05/pdf/2016-10625.pdf,,
2010/05/04,2016/04/05,A-1158,A-522-806,A,169,PRSG,Polyethylene Retail Carrier Bags,Vietnam,,,81 FR 27087,2016/05/05,https://www.govinfo.gov/content/pkg/FR-2016-05-05/pdf/2016-10625.pdf,,
2010/05/04,2016/04/05,C-462,C-522-805,C,169,PRSG,Polyethylene Retail Carrier Bags,Vietnam,,,81 FR 27087,2016/05/05,https://www.govinfo.gov/content/pkg/FR-2016-05-05/pdf/2016-10625.pdf,,
2010/05/21,2015/05/18,A-1159,A-570–943,A,170,ISP,Oil Country Tubular Goods,China,,,80 FR 28224,2015/05/18,http://www.gpo.gov/fdsys/pkg/FR-2015-05-18/pdf/2015-11981.pdf,,
2010/06/29,2015/10/13,A-1160,A-570-945,A,171,ISO,Prestressed Concrete Steel Wire Strand,China,,,80 FR 61372,2015/10/13,http://www.gpo.gov/fdsys/pkg/FR-2015-10-13/pdf/2015-25978.pdf,,
2010/07/07,2015/10/13,C-464,C-570-946,C,171,ISO,Prestressed Concrete Steel Wire Strand,China,,,80 FR 61372,2015/10/13,http://www.gpo.gov/fdsys/pkg/FR-2015-10-13/pdf/2015-25978.pdf,,
2010/07/22,2015/12/21,A-1173,A-570-962,A,172,CH,Potassium Phosphate Salts,China,,,80 FR 79305,2015/10/21,https://www.gpo.gov/fdsys/pkg/FR-2015-12-21/pdf/2015-32020.pdf,,
2010/07/22,2015/12/21,C-473,C-570-963,C,172,CH,Potassium Phosphate Salts,China,,,80 FR 79305,2015/10/21,https://www.gpo.gov/fdsys/pkg/FR-2015-12-21/pdf/2015-32020.pdf,,
2010/07/23,2015/11/12,A-1161,A-570-947,A,173,ISO,Steel Grating,China,,,80 FR 69940,2015/11/12,http://www.gpo.gov/fdsys/pkg/FR-2015-11-12/pdf/2015-28755.pdf,,
2010/07/23,2015/11/12,C-465,C-570-948,C,173,ISO,Steel Grating,China,,,80 FR 69940,2015/11/12,http://www.gpo.gov/fdsys/pkg/FR-2015-11-12/pdf/2015-28755.pdf,,
2010/09/01,2016/09/22,A-1164,A-570-952,A,175,TX,Narrow Woven Ribbons With Woven Selvedge,China,,,81 FR 65341,2016/09/22,https://www.gpo.gov/fdsys/pkg/FR-2016-09-22/pdf/2016-22888.pdf,,
2010/09/01,2016/09/22,A-1165,A-583-844,A,175,TX,Narrow Woven Ribbons With Woven Selvedge,Taiwan,,,81 FR 65341,2016/09/22,https://www.gpo.gov/fdsys/pkg/FR-2016-09-22/pdf/2016-22888.pdf,,
2010/09/01,2016/09/22,C-467,C-570-953,C,175,TX,Narrow Woven Ribbons With Woven Selvedge,China,,,81 FR 65341,2016/09/22,https://www.gpo.gov/fdsys/pkg/FR-2016-09-22/pdf/2016-22888.pdf,,
2010/09/20,2016/02/12,A-1167,A-570-954,A,176,PRSGC,Magnesia Carbon Bricks,China,,,81 FR 7502,2016/02/12,https://www.gpo.gov/fdsys/pkg/FR-2016-02-12/pdf/2016-02994.pdf,,
2010/09/20,2016/02/12,A-1167,A-201-837,A,176,PRSGC,Magnesia Carbon Bricks,Mexico,,,81 FR 7502,2016/02/12,https://www.gpo.gov/fdsys/pkg/FR-2016-02-12/pdf/2016-02994.pdf,,
2010/09/21,2016/02/12,C-468,C-570-955,C,176,PRSGC,Magnesia Carbon Bricks,China,,,81 FR 7502,2016/02/12,https://www.gpo.gov/fdsys/pkg/FR-2016-02-12/pdf/2016-02994.pdf,,
2010/11/10,2016/03/16,A-1168,A-570-956,A,178,ISP,"Seamless Carbon and Alloy Steel Standard, Line, and Pressure Pipe",China,,,81 FR 14089,2016/03/16,https://www.gpo.gov/fdsys/pkg/FR-2016-03-16/pdf/2016-05941.pdf,,
2010/11/10,2016/03/16,C-469,C-570-957,C,178,ISP,"Seamless Carbon and Alloy Steel Standard, Line, and Pressure Pipe",China,,,81 FR 14089,2016/03/16,https://www.gpo.gov/fdsys/pkg/FR-2016-03-16/pdf/2016-05941.pdf,,
2010/11/17,2017/01/06,A-1169,A-570-958,A,179,AG,Coated Paper Suitable for High-Quality Print Graphics Using Sheet-Fed Presses,China,,,82 FR 1692,2017/01/06,https://www.govinfo.gov/content/pkg/FR-2017-01-06/pdf/2017-00029.pdf,,
2010/11/17,2017/01/07,A-1170,A-560-823,A,179,AG,Coated Paper Suitable for High-Quality Print Graphics Using Sheet-Fed Presses,Indonesia,,,82 FR 1692,2017/01/06,https://www.govinfo.gov/content/pkg/FR-2017-01-06/pdf/2017-00029.pdf,,
2010/11/17,2017/01/08,C-470,C-570-959,C,179,AG,Coated Paper Suitable for High-Quality Print Graphics Using Sheet-Fed Presses,China,,,82 FR 1692,2017/01/06,https://www.govinfo.gov/content/pkg/FR-2017-01-06/pdf/2017-00029.pdf,,
2010/11/17,2017/01/09,C-471,C-560-824,C,179,AG,Coated Paper Suitable for High-Quality Print Graphics Using Sheet-Fed Presses,Indonesia,,,82 FR 1692,2017/01/06,https://www.govinfo.gov/content/pkg/FR-2017-01-06/pdf/2017-00029.pdf,,
2010/11/22,2016/12/21,A-1174,A-570-964,A,180,MM,Seamless Refined Copper Pipe and Tube,China,,,81 FR 93664,2016/12/21,https://www.govinfo.gov/content/pkg/FR-2016-12-21/pdf/2016-30653.pdf,,
2010/11/22,2016/12/21,A-1175,A-201-838,A,180,MM,Seamless Refined Copper Pipe and Tube,Mexico,,,81 FR 93664,2016/12/21,https://www.govinfo.gov/content/pkg/FR-2016-12-21/pdf/2016-30653.pdf,,
05/26/2011,04/25/2017,A-1177,A-570-967,A,183,MM,Aluminum Extrusions,China,,,82 FR 19025,2017/04/25,https://www.gpo.gov/fdsys/pkg/FR-2017-04-25/pdf/2017-08352.pdf,,
05/26/2011,04/25/2017,C-475,C-570-968,C,183,MM,Aluminum Extrusions,China,,,82 FR 19025,2017/04/25,https://www.gpo.gov/fdsys/pkg/FR-2017-04-25/pdf/2017-08352.pdf,,
12/08/2011,01/03/2018,A-1179,A-570-970,A,184,AG,Multilayered Wood Flooring,China,,,83 FR 344,2018/01/03,https://www.gpo.gov/fdsys/pkg/FR-2018-01-03/pdf/2017-28202.pdf,,
12/08/2011,01/03/2018,C-476,C-570-971,C,184,AG,Multilayered Wood Flooring,China,,,83 FR 344,2018/01/03,https://www.gpo.gov/fdsys/pkg/FR-2018-01-03/pdf/2017-28202.pdf,,
05/10/2012,10/19/2017,A-1185,A-520-804,A,186,ISO,Steel Nails,United Arab Emirates,,,82 FR 48681,2017/10/19,https://www.govinfo.gov/content/pkg/FR-2017-10-19/pdf/2017-22684.pdf,,
05/10/2012,11/27/2017,A-1186,A-570-972,A,185,CH,Stilbenic Optical Brightening Agent,China,,,82 FR 55990,2017/11/27,https://www.gpo.gov/fdsys/pkg/FR-2017-11-27/pdf/2017-25537.pdf,,
05/10/2012,11/27/2017,A-1187,A-583-848,A,185,CH,Stilbenic Optical Brightening Agent,Taiwan,,,82 FR 55990,2017/11/27,https://www.gpo.gov/fdsys/pkg/FR-2017-11-27/pdf/2017-25537.pdf,,
06/21/2012,12/05/2017,A-1188,A-570-977,A,187,ISO,High Pressure Steel Cylinders,China,,,82 FR 57427,2017/12/05,https://www.gpo.gov/fdsys/pkg/FR-2017-12-05/pdf/2017-26164.pdf,,
06/21/2012,12/05/2017,C-480,C–570–978,C,187,ISO,High Pressure Steel Cylinders,China,,,82 FR 57427,2017/12/05,https://www.gpo.gov/fdsys/pkg/FR-2017-12-05/pdf/2017-26164.pdf,,
08/31/2012,10/16/2018,A-1189,A-580-867,A,188,ME,Large Power Transformers,Korea,,,83 FR 52206,2018/10/16,https://www.gpo.gov/fdsys/pkg/FR-2018-10-16/pdf/2018-22454.pdf,,
12/07/2012,03/20/2019,A-1190,A-570-979,A,189,ME,Crystalline Silicon Photovoltaic Cells,China,,,84 FR 10300,2019/03/20,https://www.govinfo.gov/content/pkg/FR-2019-03-20/pdf/2019-05273.pdf,,
12/07/2012,03/20/2019,C-481,C-570-980,C,189,ME,Crystalline Silicon Photovoltaic Cells,China,,,84 FR 10299,2019/03/20,https://www.govinfo.gov/content/pkg/FR-2019-03-20/pdf/2019-05274.pdf,,
12/10/2012,05/31/2018,A-1197,A-583-849,A,190,ISO,Steel Wire Garment Hangers,Taiwan,,,83 FR 24972,2018/05/31,https://www.gpo.gov/fdsys/pkg/FR-2018-05-31/pdf/2018-11541.pdf,,
02/05/2013,05/31/2018,A-1198,A-552-812,A,191,ISO,Steel Wire Garment Hangers,Vietnam,,,83 FR 24972,2018/05/31,https://www.gpo.gov/fdsys/pkg/FR-2018-05-31/pdf/2018-11541.pdf,,
02/05/2013,08/20/2018,C-487,A-552-813,C,191,ISO,Steel Wire Garment Hangers,Vietnam,,,83 FR 42111,2018/08/20,https://www.gpo.gov/fdsys/pkg/FR-2018-08-20/pdf/2018-17908.pdf,,
02/15/2013,05/17/2019,A-1195,A-570-981,A,192,ISO,Utility Scale Wind Towers,China,,,84 FR 22442,2019/05/17,https://www.govinfo.gov/content/pkg/FR-2019-05-17/pdf/2019-10270.pdf,,
02/15/2013,05/17/2019,A-1196,A-552-814,A,192,ISO,Utility Scale Wind Towers,Vietnam,,,84 FR 22442,2019/05/17,https://www.govinfo.gov/content/pkg/FR-2019-05-17/pdf/2019-10270.pdf,,
02/15/2013,05/06/2019,A-1200,A-580-868,A,193,ME,Large Residential Washers,Mexico,,,84 FR 19763,2019/05/06,https://www.govinfo.gov/content/pkg/FR-2019-05-06/pdf/2019-09213.pdf,,
02/15/2013,05/17/2019,C-486,C-570-982,C,192,ISO,Utility Scale Wind Towers,China,,,84 FR 22442,2019/05/17,https://www.govinfo.gov/content/pkg/FR-2019-05-17/pdf/2019-10270.pdf,,
2013/04/11,28-Aug,A-1201,C-570-983,A,194,ISO,Drawn Stainless Steel Sinks,China,,,83 FR 43847,2018/08/28,https://www.gpo.gov/fdsys/pkg/FR-2018-08-28/pdf/2018-18612.pdf,,
2013/04/11,28-Aug,C-489,C-570-984,C,194,ISO,Drawn Stainless Steel Sinks,China,,,83 FR 43847,2018/08/28,https://www.gpo.gov/fdsys/pkg/FR-2018-08-28/pdf/2018-18612.pdf,,
07/19/2013,11/30/2018,A-1203,A-570-985,A,197,CH,Xanthan Gum,China,,,83 FR 61602,2018/11/30,https://www.gpo.gov/fdsys/pkg/FR-2018-11-30/pdf/2018-26170.pdf,,
05/29/2014,,A-1206,A-588-869,A,195,ISM,"Diffusion-Annealed, Nickel-Plated Flat-
Rolled Steel Products",Japan,,,84 FR 54114,2019/10/02,https://www.govinfo.gov/content/pkg/FR-2019-10-09/pdf/2019-22055.pdf,,
07/21/2014,,A-1210,A-557-815,A,198,ISP,Welded Stainless Pressure Pipe,Malaysia,,,79 FR 42289,2019/11/25,https://www.govinfo.gov/content/pkg/FR-2019-12-03/pdf/2019-26038.pdf,,
07/21/2014,,A-1211,A-549-830,A,198,ISP,Welded Stainless Pressure Pipe,Thailand,,,79 FR 42289,2019/11/25,https://www.govinfo.gov/content/pkg/FR-2019-12-03/pdf/2019-26038.pdf,,
07/21/2014,,A-1212,A-552-816,A,198,ISP,Welded Stainless Pressure Pipe,Vietnam,,,79 FR 42289,2019/11/25,https://www.govinfo.gov/content/pkg/FR-2019-12-03/pdf/2019-26038.pdf,,
09/10/2014,,A-1215,A-533-857,A,199,ISP,Oil Country Tubular Goods,India,,,85 FR 48665,2020/08/12,https://www.govinfo.gov/content/pkg/FR-2020-08-12/pdf/2020-17632.pdf,,
09/10/2014,,A-1216,A-580-870,A,199,ISP,Oil Country Tubular Goods,Korea,,,85 FR 48665,2020/08/12,https://www.govinfo.gov/content/pkg/FR-2020-08-12/pdf/2020-17632.pdf,,
09/10/2014,,A-1221,A-489-816,A,199,ISP,Oil Country Tubular Goods,Turkey,,,85 FR 48665,2020/08/12,https://www.govinfo.gov/content/pkg/FR-2020-08-12/pdf/2020-17632.pdf,,
